"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
2006-12-18,"01:08:00",0.368,0.226,242.17,1.8,0,0,0
2006-12-18,"01:09:00",0.52795,0.23,242.92,1.8,0,0,0
2006-12-18,"01:10:00",0.5275,0.202,243.36,1.6,0,0,0
2006-12-18,"01:11:00",0.276,0.096,243.61,1.2,0,0,0
2006-12-18,"01:12:00",0.274,0.096,243.19,1.2,0,0,0
2006-12-18,"01:13:00",0.52525,0,242.83,1,0,0,0
2006-12-18,"01:14:00",0.5275,0.094,243.06,1.4,0,0,0
2006-12-18,"01:15:00",0.292,0.112,242.82,1.2,0,2,0
2006-12-18,"01:16:00",0.292,0.112,242.98,1.2,0,1,0
2006-12-18,"01:17:00",0.294,0.116,243.98,1.2,0,2,0
2006-12-18,"01:18:00",0.292,0.116,243.65,1.2,0,1,0
2006-12-18,"01:19:00",0.29,0.114,243.23,1.2,0,2,0
2006-12-18,"01:20:00",0.5407,0.114,243.4,1.2,0,1,0
2006-12-18,"01:21:00",0.288,0.114,243.1,1.2,0,2,0
2006-12-18,"01:22:00",0.54485,0.112,242.85,1.2,0,1,0
2006-12-18,"01:23:00",0.54695,0.114,243.32,1.2,0,2,0
2006-12-18,"01:24:00",0.549,0.112,243.11,1.2,0,1,0
2006-12-18,"01:25:00",0.282,0.11,242.32,1.2,0,1,0
2006-12-18,"01:26:00",0.5559,0.246,242.31,2,0,2,0
2006-12-18,"01:27:00",0.5604,0.244,241.97,1.8,0,1,0
2006-12-18,"01:28:00",0.38,0.246,242.51,1.8,0,1,0
2006-12-18,"01:29:00",0.376,0.246,242.4,1.8,0,1,0
2006-12-18,"01:30:00",0.374,0.246,242.29,1.8,0,2,0
2006-12-18,"01:31:00",0.372,0.246,242.21,1.8,0,1,0
2006-12-18,"01:32:00",0.372,0.25,242.9,1.8,0,1,0
2006-12-18,"01:33:00",0.5708,0.25,242.87,1.8,0,1,0
2006-12-18,"01:34:00",0.37,0.252,243.57,1.8,0,2,0
2006-12-18,"01:35:00",0.37,0.256,244.26,1.8,0,1,0
2006-12-18,"01:36:00",0.57625,0.258,244.38,1.8,0,1,0
2006-12-18,"01:37:00",0.37,0.256,244,1.8,0,1,0
2006-12-18,"01:38:00",0.5799,0.256,244.24,1.8,0,1,0
2006-12-18,"01:39:00",0.5817,0.256,244.12,1.8,0,2,0
2006-12-18,"01:40:00",0.368,0.254,244.02,1.8,0,1,0
2006-12-18,"01:41:00",0.58425,0.184,244.45,1.6,0,0,0
2006-12-18,"01:42:00",0.298,0.134,244.82,1.4,0,0,0
2006-12-18,"01:43:00",0.58355,0.132,244.34,1.2,0,0,0
2006-12-18,"01:44:00",0.296,0.13,243.95,1.2,0,0,0
2006-12-18,"01:45:00",0.5797,0.124,242.93,1.2,0,0,0
2006-12-18,"01:46:00",0.374,0.21,242.44,1.8,0,0,0
2006-12-18,"01:47:00",0.28,0.094,242.84,1.2,0,0,0
2006-12-18,"01:48:00",0.57535,0.096,243.36,1.2,0,0,0
2006-12-18,"01:49:00",0.5732,0.098,244.19,1.2,0,0,0
2006-12-18,"01:50:00",0.57155,0.1,244.63,1.2,0,0,0
2006-12-18,"01:51:00",0.28,0.1,244.85,1.2,0,0,0
2006-12-18,"01:52:00",0.28,0.102,244.91,1.2,0,0,0
2006-12-18,"01:53:00",0.57305,0.096,243.6,1.2,0,0,0
2006-12-18,"01:54:00",0.57265,0.096,243.61,1.2,0,0,0
2006-12-18,"01:55:00",0.218,0,244.18,1,0,0,0
2006-12-18,"01:56:00",0.5686,0,243.93,0.8,0,0,0
2006-12-18,"01:57:00",0.56635,0,244.55,0.8,0,0,0
2006-12-18,"01:58:00",0.206,0,244.85,0.8,0,0,0
2006-12-18,"01:59:00",0.56215,0,244.54,0.8,0,0,0
2006-12-18,"02:00:00",0.56015,0,244.2,0.8,0,0,0
2006-12-18,"02:01:00",0.21,0,245.21,0.8,0,0,0
2006-12-18,"02:02:00",0.278,0.07,245.48,1.2,0,0,0
2006-12-18,"02:03:00",0.5587,0.132,244.47,1.4,0,0,0
2006-12-18,"02:04:00",0.312,0.138,245.83,1.4,0,0,0
2006-12-18,"02:05:00",0.56015,0.142,246.78,1.4,0,0,0
2006-12-18,"02:06:00",0.558,0.146,247.33,1.4,0,0,0
2006-12-18,"02:07:00",0.55625,0.15,247.97,1.4,0,0,0
2006-12-18,"02:08:00",0.312,0.15,248.05,1.4,0,0,0
2006-12-18,"02:09:00",0.5529,0.15,248.08,1.4,0,0,0
2006-12-18,"02:10:00",0.308,0.15,248.07,1.4,0,0,0
2006-12-18,"02:11:00",0.304,0.142,246.45,1.4,0,0,0
2006-12-18,"02:12:00",0.54785,0.142,246.49,1.4,0,0,0
2006-12-18,"02:13:00",0.304,0.144,246.88,1.4,0,0,0
2006-12-18,"02:14:00",0.302,0.142,246.46,1.4,0,0,0
2006-12-18,"02:15:00",0.302,0.144,246.8,1.4,0,0,0
2006-12-18,"02:16:00",0.54115,0.144,247.15,1.4,0,0,0
2006-12-18,"02:17:00",0.5395,0.146,247.51,1.4,0,0,0
2006-12-18,"02:18:00",0.5379,0.144,247.19,1.4,0,0,0
2006-12-18,"02:19:00",0.5363,0.146,247.18,1.4,0,0,0
2006-12-18,"02:20:00",0.302,0.144,246.97,1.4,0,0,0
2006-12-18,"02:21:00",0.534,0.14,246.31,1.4,0,0,0
2006-12-18,"02:22:00",0.24,0.048,246.56,1,0,0,0
2006-12-18,"02:23:00",0.21,0,246.98,0.8,0,0,0
2006-12-18,"02:24:00",0.52825,0,247.03,0.8,0,0,0
2006-12-18,"02:25:00",0.52615,0,247.48,0.8,0,0,0
2006-12-18,"02:26:00",0.5221,0,247.91,0.8,0,0,0
2006-12-18,"02:27:00",0.212,0,247.9,0.8,0,0,0
2006-12-18,"02:28:00",0.521,0.112,247.44,1.4,0,0,0
2006-12-18,"02:29:00",0.5211,0.11,246.95,1.2,0,0,0
2006-12-18,"02:30:00",0.286,0.106,245.8,1.2,0,0,0
2006-12-18,"02:31:00",0.284,0.102,245.24,1.2,0,0,0
2006-12-18,"02:32:00",0.5214,0.106,246.04,1.2,0,0,0
2006-12-18,"02:33:00",0.52155,0.104,245.52,1.2,0,0,0
2006-12-18,"02:34:00",0.282,0.104,245.72,1.2,0,0,0
2006-12-18,"02:35:00",0.52325,0.106,246.03,1.2,0,0,0
2006-12-18,"02:36:00",0.26,0.076,246.11,1.2,0,0,0
2006-12-18,"02:37:00",0.208,0,245.72,0.8,0,0,0
2006-12-18,"02:38:00",0.5262,0.056,245.9,1.2,0,0,0
2006-12-18,"02:39:00",0.318,0.14,246.58,1.4,0,0,0
2006-12-18,"02:40:00",0.5315,0.138,245.93,1.4,0,0,0
2006-12-18,"02:41:00",0.31,0.138,246.03,1.4,0,0,0
2006-12-18,"02:42:00",0.308,0.138,245.98,1.4,0,0,0
2006-12-18,"02:43:00",0.308,0.142,246.78,1.4,0,0,0
2006-12-18,"02:44:00",0.308,0.144,247.17,1.4,0,0,0
2006-12-18,"02:45:00",0.5344,0.146,247.52,1.4,0,0,0
2006-12-18,"02:46:00",0.5343,0.15,248.27,1.4,0,0,0
2006-12-18,"02:47:00",0.5342,0.148,247.91,1.4,0,0,0
2006-12-18,"02:48:00",0.534,0.144,247.22,1.4,0,0,0
2006-12-18,"02:49:00",0.306,0.146,247.54,1.4,0,0,0
2006-12-18,"02:50:00",0.53385,0.146,247.46,1.4,0,0,0
2006-12-18,"02:51:00",0.304,0.148,247.61,1.4,0,0,0
2006-12-18,"02:52:00",0.5339,0.15,248.07,1.4,0,0,0
2006-12-18,"02:53:00",0.306,0.15,248.31,1.4,0,0,0
2006-12-18,"02:54:00",0.534,0.146,247.73,1.4,0,0,0
2006-12-18,"02:55:00",0.304,0.148,247.81,1.4,0,0,0
2006-12-18,"02:56:00",0.304,0.148,247.81,1.4,0,0,0
2006-12-18,"02:57:00",0.53325,0.098,247.95,1.2,0,0,0
2006-12-18,"02:58:00",0.212,0,248.48,0.8,0,0,0
2006-12-18,"02:59:00",0.212,0,248.11,0.8,0,0,0
2006-12-18,"03:00:00",0.21,0,247.42,0.8,0,0,0
2006-12-18,"03:01:00",0.524,0,246.17,0.8,0,0,0
2006-12-18,"03:02:00",0.282,0.084,246.17,1.4,0,0,0
2006-12-18,"03:03:00",0.5272,0.124,245.83,1.2,0,2,0
2006-12-18,"03:04:00",0.52935,0.126,246.05,1.2,0,1,0
2006-12-18,"03:05:00",0.296,0.124,245.59,1.2,0,2,0
2006-12-18,"03:06:00",0.296,0.124,245.94,1.2,0,1,0
2006-12-18,"03:07:00",0.5357,0.126,246.21,1.2,0,2,0
2006-12-18,"03:08:00",0.5355,0.126,246.18,1.2,0,1,0
2006-12-18,"03:09:00",0.53575,0.126,246.23,1.2,0,1,0
2006-12-18,"03:10:00",0.368,0.206,246.1,1.8,0,2,0
2006-12-18,"03:11:00",0.366,0.228,245.07,1.8,0,1,0
2006-12-18,"03:12:00",0.54195,0.232,245.73,1.8,0,2,0
2006-12-18,"03:13:00",0.368,0.234,246.31,1.8,0,1,0
2006-12-18,"03:14:00",0.5488,0.356,246.2,2.4,0,1,0
2006-12-18,"03:15:00",0.55355,0.376,246.11,2.4,0,2,0
2006-12-18,"03:16:00",0.55865,0.378,246.38,2.4,0,1,0
2006-12-18,"03:17:00",0.458,0.37,245.38,2.4,0,1,0
2006-12-18,"03:18:00",0.5695,0.358,244.59,2.2,0,2,0
2006-12-18,"03:19:00",0.378,0.254,243.95,1.8,0,1,0
2006-12-18,"03:20:00",0.376,0.256,244.31,1.8,0,1,0
2006-12-18,"03:21:00",0.378,0.26,245.13,1.8,0,1,0
2006-12-18,"03:22:00",0.378,0.266,245.92,1.8,0,2,0
2006-12-18,"03:23:00",0.378,0.27,246.58,1.8,0,1,0
2006-12-18,"03:24:00",0.38,0.276,247.49,1.8,0,1,0
2006-12-18,"03:25:00",0.378,0.274,247.27,1.8,0,1,0
2006-12-18,"03:26:00",0.58305,0.27,246.61,1.8,0,2,0
2006-12-18,"03:27:00",0.372,0.264,246.12,1.8,0,1,0
2006-12-18,"03:28:00",0.3,0.136,245.78,1.4,0,0,0
2006-12-18,"03:29:00",0.3,0.136,245.51,1.4,0,0,0
2006-12-18,"03:30:00",0.298,0.134,245.05,1.4,0,0,0
2006-12-18,"03:31:00",0.58405,0.132,244.66,1.2,0,0,0
2006-12-18,"03:32:00",0.248,0.056,244.84,1,0,0,0
2006-12-18,"03:33:00",0.5801,0,245.06,0.8,0,0,0
2006-12-18,"03:34:00",0.57765,0,245.08,0.8,0,0,0
2006-12-18,"03:35:00",0.208,0,245.63,0.8,0,0,0
2006-12-18,"03:36:00",0.206,0,245.39,0.8,0,0,0
2006-12-18,"03:37:00",0.57115,0,245.18,0.8,0,0,0
2006-12-18,"03:38:00",0.208,0,245.54,0.8,0,0,0
2006-12-18,"03:39:00",0.208,0,245.73,0.8,0,0,0
2006-12-18,"03:40:00",0.208,0,246.21,0.8,0,0,0
2006-12-18,"03:41:00",0.21,0,246.72,0.8,0,0,0
2006-12-18,"03:42:00",0.56915,0,247.08,0.8,0,0,0
2006-12-18,"03:43:00",0.208,0,246.23,0.8,0,0,0
2006-12-18,"03:44:00",0.56475,0,245.74,0.8,0,0,0
2006-12-18,"03:45:00",0.204,0,244.17,0.8,0,0,0
2006-12-18,"03:46:00",0.5602,0,244.82,0.8,0,0,0
2006-12-18,"03:47:00",0.55795,0,244.74,0.8,0,0,0
2006-12-18,"03:48:00",0.206,0,245.04,0.8,0,0,0
2006-12-18,"03:49:00",0.302,0.104,245.69,1.4,0,0,0
2006-12-18,"03:50:00",0.55455,0.138,246.18,1.4,0,0,0
2006-12-18,"03:51:00",0.31,0.136,245.85,1.4,0,0,0
2006-12-18,"03:52:00",0.5517,0.138,246.37,1.4,0,0,0
2006-12-18,"03:53:00",0.376,0.208,245.96,1.8,0,0,0
2006-12-18,"03:54:00",0.54975,0.246,245.92,1.8,0,0,0
2006-12-18,"03:55:00",0.54755,0.242,245.25,1.8,0,0,0
2006-12-18,"03:56:00",0.5455,0.246,245.73,1.8,0,0,0
2006-12-18,"03:57:00",0.378,0.242,245.14,1.8,0,0,0
2006-12-18,"03:58:00",0.5417,0.24,245.09,1.8,0,0,0
2006-12-18,"03:59:00",0.54165,0.244,245.49,1.8,0,0,0
2006-12-18,"04:00:00",0.378,0.248,246.08,1.8,0,0,0
2006-12-18,"04:01:00",0.54185,0.25,246.45,1.8,0,0,0
2006-12-18,"04:02:00",0.5403,0.158,245.62,1.4,0,0,0
2006-12-18,"04:03:00",0.5384,0.136,245.58,1.4,0,0,0
2006-12-18,"04:04:00",0.5364,0.132,244.68,1.4,0,0,0
2006-12-18,"04:05:00",0.3,0.136,245.33,1.4,0,0,0
2006-12-18,"04:06:00",0.53185,0.094,245.9,1.2,0,0,0
2006-12-18,"04:07:00",0.5278,0,246.18,0.8,0,0,0
2006-12-18,"04:08:00",0.21,0,246.71,0.8,0,0,0
2006-12-18,"04:09:00",0.5233,0,246.92,0.8,0,0,0
2006-12-18,"04:10:00",0.5211,0,247.02,0.8,0,0,0
2006-12-18,"04:11:00",0.5189,0,246.47,0.8,0,0,0
2006-12-18,"04:12:00",0.51795,0,247.11,0.8,0,0,0
2006-12-18,"04:13:00",0.5181,0,247.42,0.8,0,0,0
2006-12-18,"04:14:00",0.5182,0,246.93,0.8,0,0,0
2006-12-18,"04:15:00",0.21,0,247.07,0.8,0,0,0
2006-12-18,"04:16:00",0.24,0,247.4,1.2,0,0,0
2006-12-18,"04:17:00",1.368,0,245.36,5.6,0,0,17
2006-12-18,"04:18:00",1.358,0,245.95,5.4,0,0,20
2006-12-18,"04:19:00",0.60525,0,245.76,5.4,0,0,18
2006-12-18,"04:20:00",0.6332,0,245.13,5.4,0,0,19
2006-12-18,"04:21:00",1.312,0,244.27,5.2,0,0,18
2006-12-18,"04:22:00",1.306,0,243.88,5.2,0,0,19
2006-12-18,"04:23:00",0.71675,0,243.77,5.6,0,0,18
2006-12-18,"04:24:00",0.7468,0.118,243.9,5.8,0,0,18
2006-12-18,"04:25:00",1.422,0.124,245.48,5.8,0,0,19
2006-12-18,"04:26:00",1.418,0.124,245.26,5.8,0,0,18
2006-12-18,"04:27:00",1.422,0.118,244.05,5.8,0,0,18
2006-12-18,"04:28:00",0.8684,0.12,244.25,5.8,0,0,19
2006-12-18,"04:29:00",1.408,0.118,244.17,5.8,0,0,18
2006-12-18,"04:30:00",1.398,0.118,244.06,5.6,0,0,18
2006-12-18,"04:31:00",1.398,0.12,244.27,5.6,0,0,18
2006-12-18,"04:32:00",0.97785,0.126,245.52,5.6,0,0,19
2006-12-18,"04:33:00",1.0034,0.12,244.37,5.6,0,0,18
2006-12-18,"04:34:00",1.02855,0.116,243.64,5.6,0,0,18
2006-12-18,"04:35:00",1.392,0.118,243.9,5.6,0,0,18
2006-12-18,"04:36:00",1.394,0.118,244.05,5.6,0,0,19
2006-12-18,"04:37:00",1.472,0.204,244.33,6,0,0,18
2006-12-18,"04:38:00",1.486,0.234,245.6,6,0,0,18
2006-12-18,"04:39:00",1.16185,0.232,245.18,6,0,0,19
2006-12-18,"04:40:00",1.1875,0.116,245.21,5.6,0,0,18
2006-12-18,"04:41:00",1.394,0.092,245.61,5.6,0,0,19
2006-12-18,"04:42:00",1.2397,0.094,245.79,5.6,0,0,18
2006-12-18,"04:43:00",1.382,0.09,244.78,5.6,0,0,18
2006-12-18,"04:44:00",1.2936,0.088,244.33,5.6,0,0,19
2006-12-18,"04:45:00",1.366,0.08,243.99,5.6,0,0,18
2006-12-18,"04:46:00",1.306,0,244.48,5.2,0,0,18
2006-12-18,"04:47:00",1.3734,0,244.16,5.2,0,0,18
2006-12-18,"04:48:00",1.304,0,244.3,5.2,0,0,19
2006-12-18,"04:49:00",1.308,0,244.65,5.2,0,0,18
2006-12-18,"04:50:00",1.316,0,245.41,5.2,0,0,18
2006-12-18,"04:51:00",1.328,0,246.5,5.4,0,0,19
2006-12-18,"04:52:00",1.334,0,247.07,5.4,0,0,19
2006-12-18,"04:53:00",1.53985,0,246.81,5.4,0,0,18
2006-12-18,"04:54:00",1.5679,0,247,5.4,0,0,19
2006-12-18,"04:55:00",1.334,0,247.16,5.4,0,0,18
2006-12-18,"04:56:00",1.62525,0.086,246.76,5.6,0,0,19
2006-12-18,"04:57:00",1.382,0.224,246.92,5.8,0,1,18
2006-12-18,"04:58:00",0.404,0.276,247.6,2,0,2,0
2006-12-18,"04:59:00",1.5782,0.272,246.87,2,0,1,0
2006-12-18,"05:00:00",0.396,0.266,245.82,1.8,0,1,0
2006-12-18,"05:01:00",0.394,0.268,246.04,1.8,0,2,0
2006-12-18,"05:02:00",0.39,0.26,244.86,1.8,0,1,0
2006-12-18,"05:03:00",0.388,0.258,244.56,1.8,0,2,0
2006-12-18,"05:04:00",0.388,0.258,244.59,1.8,0,1,0
2006-12-18,"05:05:00",0.386,0.26,244.78,1.8,0,2,0
2006-12-18,"05:06:00",0.384,0.26,244.75,1.8,0,1,0
2006-12-18,"05:07:00",1.3817,0.258,244.43,1.8,0,1,0
2006-12-18,"05:08:00",0.382,0.258,244.58,1.8,0,2,0
2006-12-18,"05:09:00",1.32995,0.264,245.3,1.8,0,1,0
2006-12-18,"05:10:00",0.378,0.262,245,1.8,0,1,0
2006-12-18,"05:11:00",0.374,0.252,243.49,1.8,0,2,0
2006-12-18,"05:12:00",1.2529,0.258,244.27,1.8,0,1,0
2006-12-18,"05:13:00",1.22555,0.152,243.76,1.4,0,1,0
2006-12-18,"05:14:00",0.282,0.118,244.44,1.2,0,1,0
2006-12-18,"05:15:00",1.1701,0.12,244.85,1.2,0,2,0
2006-12-18,"05:16:00",1.1423,0.122,245.53,1.2,0,1,0
2006-12-18,"05:17:00",0.282,0.124,245.68,1.2,0,1,0
2006-12-18,"05:18:00",0.28,0.122,245.23,1.2,0,1,0
2006-12-18,"05:19:00",0.278,0.116,243.95,1.2,0,2,0
2006-12-18,"05:20:00",1.02425,0.116,243.7,1.2,0,1,0
2006-12-18,"05:21:00",0.286,0.074,243.42,1.4,0,0,0
2006-12-18,"05:22:00",0.288,0.1,244.22,1.2,0,0,0
2006-12-18,"05:23:00",0.288,0.098,244.09,1.2,0,0,0
2006-12-18,"05:24:00",0.9142,0.1,244.58,1.2,0,0,0
2006-12-18,"05:25:00",0.284,0.104,245.17,1.2,0,0,0
2006-12-18,"05:26:00",0.282,0.104,245.39,1.2,0,0,0
2006-12-18,"05:27:00",0.8361,0.112,247.09,1.2,0,0,0
2006-12-18,"05:28:00",0.8106,0.114,247.59,1.2,0,0,0
2006-12-18,"05:29:00",0.78405,0.056,245.88,1,0,0,0
2006-12-18,"05:30:00",0.75765,0.05,245.44,1.2,0,0,0
2006-12-18,"05:31:00",0.73235,0.134,245.29,1.4,0,0,0
2006-12-18,"05:32:00",0.31,0.136,245.41,1.4,0,0,0
2006-12-18,"05:33:00",0.68125,0.138,245.85,1.4,0,0,0
2006-12-18,"05:34:00",0.65565,0.138,245.84,1.4,0,0,0
2006-12-18,"05:35:00",0.63015,0.142,246.43,1.4,0,0,0
2006-12-18,"05:36:00",0.60275,0.138,245.76,1.4,0,0,0
2006-12-18,"05:37:00",0.31,0.132,244.55,1.4,0,0,0
2006-12-18,"05:38:00",0.5735,0.128,243.7,1.4,0,0,0
2006-12-18,"05:39:00",0.57115,0.13,244.3,1.4,0,0,0
2006-12-18,"05:40:00",0.304,0.13,244,1.4,0,0,0
2006-12-18,"05:41:00",0.56655,0.132,244.59,1.4,0,0,0
2006-12-18,"05:42:00",0.298,0.134,245.24,1.4,0,0,0
2006-12-18,"05:43:00",0.3,0.138,245.86,1.4,0,0,0
2006-12-18,"05:44:00",0.302,0.142,246.37,1.4,0,0,0
2006-12-18,"05:45:00",0.3,0.14,246.02,1.4,0,0,0
2006-12-18,"05:46:00",0.218,0,246.18,1,0,0,0
2006-12-18,"05:47:00",0.208,0,245.99,0.8,0,0,0
2006-12-18,"05:48:00",0.208,0,246.08,0.8,0,0,0
2006-12-18,"05:49:00",0.54055,0,245.83,0.8,0,0,0
2006-12-18,"05:50:00",0.53645,0,246.08,0.8,0,0,0
2006-12-18,"05:51:00",0.214,0,245.6,0.8,0,0,0
2006-12-18,"05:52:00",0.52845,0,246.07,0.8,0,0,0
2006-12-18,"05:53:00",0.214,0,246.28,0.8,0,0,0
2006-12-18,"05:54:00",0.212,0,245.68,0.8,0,0,0
2006-12-18,"05:55:00",0.5227,0,245.78,0.8,0,0,0
2006-12-18,"05:56:00",0.212,0,245.79,0.8,0,0,0
2006-12-18,"05:57:00",0.212,0,245.7,0.8,0,0,0
2006-12-18,"05:58:00",0.206,0,245.99,0.8,0,0,0
2006-12-18,"05:59:00",0.5156,0,246.45,0.8,0,0,0
2006-12-18,"06:00:00",0.5139,0,246.56,0.8,0,0,0
2006-12-18,"06:01:00",0.214,0,247.17,0.8,0,0,0
2006-12-18,"06:02:00",0.216,0,247.67,0.8,0,0,0
2006-12-18,"06:03:00",0.246,0,246.92,1.2,0,0,0
2006-12-18,"06:04:00",0.322,0.14,246.17,1.4,0,0,0
2006-12-18,"06:05:00",0.5125,0.192,245.17,1.8,0,0,0
2006-12-18,"06:06:00",0.39,0.242,244.86,1.8,0,0,0
2006-12-18,"06:07:00",0.51785,0.242,244.85,1.8,0,0,0
2006-12-18,"06:08:00",0.52045,0.244,245.15,1.8,0,0,0
2006-12-18,"06:09:00",0.388,0.246,245.53,1.8,0,0,0
2006-12-18,"06:10:00",0.52715,0.25,246.33,1.8,0,0,0
2006-12-18,"06:11:00",0.5288,0.246,245.78,1.8,0,0,0
2006-12-18,"06:12:00",0.53055,0.244,245.4,1.8,0,0,0
2006-12-18,"06:13:00",0.378,0.244,245.41,1.8,0,0,0
2006-12-18,"06:14:00",0.53225,0.14,245.46,1.4,0,0,0
2006-12-18,"06:15:00",0.532,0.134,245.14,1.4,0,0,0
2006-12-18,"06:16:00",0.306,0.136,245.7,1.4,0,0,0
2006-12-18,"06:17:00",0.304,0.134,245.11,1.4,0,0,0
2006-12-18,"06:18:00",0.5315,0.124,245.34,1.4,0,0,0
2006-12-18,"06:19:00",0.216,0,246.05,0.8,0,0,0
2006-12-18,"06:20:00",0.216,0,246.59,0.8,0,0,0
2006-12-18,"06:21:00",0.216,0,246.85,0.8,0,0,0
2006-12-18,"06:22:00",0.5228,0,246.52,0.8,0,0,0
2006-12-18,"06:23:00",0.216,0,247.59,0.8,0,0,0
2006-12-18,"06:24:00",0.218,0,248.32,0.8,0,0,0
2006-12-18,"06:25:00",0.51645,0,247.43,0.8,0,0,0
2006-12-18,"06:26:00",0.214,0,247.16,0.8,0,0,0
