"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"17/12/2006","01:29:00",3.49235,0,241.61,9,0,28,0
"17/12/2006","01:30:00",3.54925,0,240.11,15.2,0,22,0
"17/12/2006","01:31:00",4.34865,0,239.35,18.4,0,36,0
"17/12/2006","01:32:00",4.46,0,240.08,18.6,0,36,0
"17/12/2006","01:33:00",2.186,0.124,242.07,10,0,17,0
"17/12/2006","01:34:00",3.6482,0.124,241.54,9.8,0,33,0
"17/12/2006","01:35:00",3.954,0.098,239.84,16.8,0,36,0
"17/12/2006","01:36:00",3.746,0.106,240.36,15.6,0,25,0
"17/12/2006","01:37:00",3.84595,0.098,239.79,16.6,0,25,0
"17/12/2006","01:38:00",3.87745,0.102,239.55,15.8,0,36,0
"17/12/2006","01:39:00",1.67,0.13,242.21,7.2,0,24,0
"17/12/2006","01:40:00",3.91405,0.118,241.92,14.6,0,26,0
"17/12/2006","01:41:00",4.5,0,240.42,18.6,0,36,0
"17/12/2006","01:42:00",4.0439,0,241.78,15.8,0,26,0
"17/12/2006","01:43:00",4.01635,0,243.31,11.2,0,23,0
"17/12/2006","01:44:00",2.528,0.122,242.92,10.4,0,37,0
"17/12/2006","01:45:00",2.668,0.14,241.8,11.6,0,18,0
"17/12/2006","01:46:00",4.256,0.184,240.29,17.8,0,30,0
"17/12/2006","01:47:00",4.7189,0.244,240.61,17.6,0,28,0
"17/12/2006","01:48:00",3.93385,0.27,242.14,15,0,31,0
"17/12/2006","01:49:00",3.81715,0.302,243.88,2.6,0,5,0
"17/12/2006","01:50:00",3.75425,0.272,241.49,10.8,0,16,0
"17/12/2006","01:51:00",3.804,0.244,240.34,16.2,0,23,0
"17/12/2006","01:52:00",4.5358,0.24,239.59,19.2,0,37,0
"17/12/2006","01:53:00",3.7349,0.25,240.38,13.8,0,16,0
"17/12/2006","01:54:00",3.6231,0.294,242.43,4.2,0,5,0
"17/12/2006","01:55:00",3.507,0.3,243.55,2.6,0,5,0
"17/12/2006","01:56:00",1.952,0.282,242.33,9,0,5,0
"17/12/2006","01:57:00",2.608,0.188,241.86,10.8,0,4,0
"17/12/2006","01:58:00",2.6,0.134,242.14,10.6,0,5,0
"17/12/2006","01:59:00",2.568,0.132,241.97,10.6,0,5,0
"17/12/2006","02:00:00",3.2888,0.148,242.14,7,0,5,0
"17/12/2006","02:01:00",0.362,0.124,244.33,1.6,0,3,0
"17/12/2006","02:02:00",3.13425,0.1,245.86,6.6,0,1,0
"17/12/2006","02:03:00",2.448,0.088,244.84,10,0,2,0
"17/12/2006","02:04:00",3.12525,0.082,244.83,9.8,0,1,0
"17/12/2006","02:05:00",1.794,0.098,245.8,8.4,0,2,0
"17/12/2006","02:06:00",2.976,0.118,247.65,1.2,0,1,0
"17/12/2006","02:07:00",2.8927,0.12,247.49,3.8,0,1,0
"17/12/2006","02:08:00",2.89235,0.082,244.73,9.8,0,2,0
"17/12/2006","02:09:00",2.442,0.088,244.9,10,0,1,0
"17/12/2006","02:10:00",2.8708,0.084,244.77,9.8,0,1,0
"17/12/2006","02:11:00",0.674,0.116,247.47,4.4,0,2,0
"17/12/2006","02:12:00",2.673,0.128,248.48,1.4,0,1,0
"17/12/2006","02:13:00",2.09,0.094,247.01,9,0,2,0
"17/12/2006","02:14:00",2.67435,0.134,246.12,10.2,0,1,0
"17/12/2006","02:15:00",2.6312,0.126,246.32,9.4,0,1,0
"17/12/2006","02:16:00",0.308,0.108,248.01,1.4,0,0,0
"17/12/2006","02:17:00",2.4539,0.102,248.2,1.2,0,0,0
"17/12/2006","02:18:00",2.42295,0.072,245.61,10,0,1,0
"17/12/2006","02:19:00",2.44405,0.156,245.29,10.2,0,0,0
"17/12/2006","02:20:00",2.506,0.202,243.75,10.2,0,0,0
"17/12/2006","02:21:00",0.388,0.234,246.17,1.8,0,0,0
"17/12/2006","02:22:00",2.242,0.242,246.94,3.2,0,0,0
"17/12/2006","02:23:00",2.2378,0.142,245.35,10.2,0,0,0
"17/12/2006","02:24:00",2.47,0.1,244.97,10,0,1,0
"17/12/2006","02:25:00",2.448,0.096,244.97,10,0,0,0
"17/12/2006","02:26:00",0.82,0.126,246.17,5,0,0,0
"17/12/2006","02:27:00",0.308,0.13,247.3,1.4,0,0,0
"17/12/2006","02:28:00",2.03035,0.102,244.96,10,0,0,0
"17/12/2006","02:29:00",2.432,0.092,244.2,9.8,0,0,0
"17/12/2006","02:30:00",2.444,0.098,243.93,10,0,0,0
"17/12/2006","02:31:00",1.97,0.1,244.35,8.8,0,0,0
"17/12/2006","02:32:00",1.9243,0,246.64,1.2,0,1,0
"17/12/2006","02:33:00",1.85655,0,246.7,3.6,0,0,0
"17/12/2006","02:34:00",2.37,0,244.7,9.6,0,0,0
"17/12/2006","02:35:00",2.352,0,245.05,9.6,0,0,0
"17/12/2006","02:36:00",1.94565,0,246.52,9,0,0,0
"17/12/2006","02:37:00",0.212,0,248.94,0.8,0,0,0
"17/12/2006","02:38:00",1.84555,0,247.33,5.8,0,1,0
"17/12/2006","02:39:00",1.8404,0,245.39,9.6,0,0,0
"17/12/2006","02:40:00",2.384,0,245.71,9.6,0,0,0
"17/12/2006","02:41:00",1.9058,0,246.1,8.4,0,0,0
"17/12/2006","02:42:00",1.8803,0,249.37,1,0,0,0
"17/12/2006","02:43:00",1.8355,0,249.07,4.4,0,1,0
"17/12/2006","02:44:00",1.8348,0,247.31,9.6,0,0,0
"17/12/2006","02:45:00",2.412,0,247.26,9.6,0,0,0
"17/12/2006","02:46:00",1.672,0,245.95,7.8,0,0,0
"17/12/2006","02:47:00",0.226,0,246.16,1,0,0,0
"17/12/2006","02:48:00",1.85545,0,244.51,7.8,0,0,0
"17/12/2006","02:49:00",2.352,0,243.91,9.6,0,1,0
"17/12/2006","02:50:00",2.328,0.046,243.68,9.4,0,0,0
"17/12/2006","02:51:00",1.85215,0,244.57,4.6,0,0,0
"17/12/2006","02:52:00",1.84965,0,245.98,0.8,0,0,0
"17/12/2006","02:53:00",2.332,0,244.32,9.6,0,0,0
"17/12/2006","02:54:00",1.85275,0,244.51,9.8,0,0,0
"17/12/2006","02:55:00",2.476,0.1,244.84,10,0,1,0
"17/12/2006","02:56:00",1.86635,0.126,247.15,3.8,0,0,0
"17/12/2006","02:57:00",0.38,0.178,246.59,1.8,0,0,0
"17/12/2006","02:58:00",1.8519,0.21,244.52,8.4,0,0,0
"17/12/2006","02:59:00",2.52,0.202,243.43,10.4,0,0,0
"17/12/2006","03:00:00",2.542,0.214,244.06,10.4,0,0,0
"17/12/2006","03:01:00",1.89895,0.294,245.05,9.8,0,4,0
"17/12/2006","03:02:00",0.59,0.316,247.12,2.6,0,4,0
"17/12/2006","03:03:00",1.354,0.316,246.86,7,0,3,0
"17/12/2006","03:04:00",1.8783,0.28,245.41,11.2,0,4,0
"17/12/2006","03:05:00",2.734,0.288,245.27,11.2,0,3,0
"17/12/2006","03:06:00",2.002,0.214,245.79,9,0,4,0
"17/12/2006","03:07:00",0.472,0.144,247.11,2,0,3,0
"17/12/2006","03:08:00",1.87975,0,244.7,5,0,4,0
"17/12/2006","03:09:00",1.87705,0.046,243.24,9.4,0,0,0
"17/12/2006","03:10:00",2.342,0,243.46,9.6,0,0,0
"17/12/2006","03:11:00",1.8834,0.046,243.57,9.4,0,0,0
"17/12/2006","03:12:00",1.88455,0,246.19,2,0,0,0
"17/12/2006","03:13:00",0.208,0,247.17,0.8,0,0,0
"17/12/2006","03:14:00",1.86835,0,245.69,8.8,0,0,0
"17/12/2006","03:15:00",1.86845,0,245.08,9.6,0,0,0
"17/12/2006","03:16:00",1.8736,0,243.7,9.6,0,1,0
"17/12/2006","03:17:00",2.24,0,243.92,9.2,0,0,0
"17/12/2006","03:18:00",0.224,0,245.54,1,0,0,0
"17/12/2006","03:19:00",1.85665,0,244.88,3.2,0,0,0
"17/12/2006","03:20:00",2.344,0,243.27,9.6,0,0,0
"17/12/2006","03:21:00",1.86515,0.048,242.65,9.4,0,0,0
"17/12/2006","03:22:00",2.338,0,243.29,9.6,0,1,0
"17/12/2006","03:23:00",1.93875,0,243.73,7.4,0,0,0
"17/12/2006","03:24:00",1.88435,0,245.29,1,0,0,0
"17/12/2006","03:25:00",0.82,0,245.38,5.2,0,0,0
"17/12/2006","03:26:00",2.352,0,243.84,9.6,0,0,0
"17/12/2006","03:27:00",2.312,0.048,242.8,9.4,0,0,0
"17/12/2006","03:28:00",2.324,0,242.52,9.6,0,1,0
"17/12/2006","03:29:00",1.878,0,244.9,1.4,0,0,0
"17/12/2006","03:30:00",1.82835,0.12,244.81,1.6,0,0,0
"17/12/2006","03:31:00",1.85855,0.098,243.8,8.8,0,0,0
"17/12/2006","03:32:00",2.456,0.098,244.03,10,0,0,0
"17/12/2006","03:33:00",1.9177,0.096,244.73,10,0,0,0
"17/12/2006","03:34:00",1.838,0.108,244.66,8.4,0,1,0
"17/12/2006","03:35:00",0.32,0.13,246.4,1.4,0,0,0
"17/12/2006","03:36:00",1.86375,0.116,245.5,6.4,0,0,0
"17/12/2006","03:37:00",2.442,0.096,243.49,10,0,0,0
"17/12/2006","03:38:00",1.9312,0.09,243.08,9.8,0,0,0
"17/12/2006","03:39:00",2.282,0.096,243.17,9.6,0,0,0
"17/12/2006","03:40:00",1.8697,0.126,244.44,1.6,0,0,0
"17/12/2006","03:41:00",0.812,0.224,244.05,4.8,0,1,0
"17/12/2006","03:42:00",2.446,0.138,242.72,10,0,0,0
"17/12/2006","03:43:00",1.9075,0.066,243.81,9.8,0,0,0
"17/12/2006","03:44:00",1.8994,0.062,244.12,9.8,0,0,0
"17/12/2006","03:45:00",0.436,0.096,245.64,2.8,0,0,0
"17/12/2006","03:46:00",0.492,0.088,245.18,3.2,0,0,0
"17/12/2006","03:47:00",1.853,0.064,243.7,9.8,0,1,0
"17/12/2006","03:48:00",1.8909,0.058,243.41,9.8,0,0,0
"17/12/2006","03:49:00",1.89235,0,243.42,9.8,0,0,0
"17/12/2006","03:50:00",0.754,0,245.53,4.8,0,0,0
"17/12/2006","03:51:00",1.8048,0,246.54,3,0,0,0
"17/12/2006","03:52:00",2.354,0,244.63,9.6,0,0,0
"17/12/2006","03:53:00",1.9112,0,244.59,9.8,0,1,0
"17/12/2006","03:54:00",1.9213,0.082,244.42,9.8,0,2,0
"17/12/2006","03:55:00",1.897,0.1,244.64,7.2,0,2,0
"17/12/2006","03:56:00",1.84565,0.11,245.31,1.2,0,1,0
"17/12/2006","03:57:00",1.33,0.098,243.78,7,0,2,0
"17/12/2006","03:58:00",1.8772,0.076,242.57,9.8,0,1,0
"17/12/2006","03:59:00",2.422,0.082,243.16,9.8,0,2,0
"17/12/2006","04:00:00",2.402,0.076,243.18,9.8,0,1,0
"17/12/2006","04:01:00",1.88165,0.112,245.02,2.6,0,2,0
"17/12/2006","04:02:00",1.83985,0.104,244.9,4.2,0,2,0
"17/12/2006","04:03:00",2.42,0.08,242.77,9.8,0,1,0
"17/12/2006","04:04:00",1.91755,0.074,242.47,9.8,0,2,0
"17/12/2006","04:05:00",1.9582,0.12,242.14,10,0,1,0
"17/12/2006","04:06:00",0.978,0.248,245.15,5.6,0,2,0
"17/12/2006","04:07:00",0.4,0.254,245.86,1.8,0,1,0
"17/12/2006","04:08:00",2.432,0.222,243.47,10.2,0,2,0
"17/12/2006","04:09:00",1.93545,0.214,243.36,10.2,0,1,0
"17/12/2006","04:10:00",1.9899,0.22,243.54,10.4,0,2,0
"17/12/2006","04:11:00",0.788,0.246,245.68,4.8,0,1,0
"17/12/2006","04:12:00",0.402,0.256,245.69,2,0,2,0
"17/12/2006","04:13:00",1.9045,0.216,243.21,9.6,0,1,0
"17/12/2006","04:14:00",2.512,0.22,243.49,10.2,0,2,0
"17/12/2006","04:15:00",1.9755,0.212,243.2,10.2,0,1,0
"17/12/2006","04:16:00",1.936,0.23,244.12,8.8,0,1,0
"17/12/2006","04:17:00",0.376,0.256,246.45,1.8,0,2,0
"17/12/2006","04:18:00",0.908,0.078,245.71,5.2,0,1,0
"17/12/2006","04:19:00",2.336,0.046,243.86,9.4,0,0,0
"17/12/2006","04:20:00",2.346,0,243.5,9.6,0,0,0
"17/12/2006","04:21:00",2.328,0.046,243.62,9.4,0,0,0
"17/12/2006","04:22:00",1.9773,0,243.73,8,0,0,0
"17/12/2006","04:23:00",0.206,0,245.17,0.8,0,0,0
"17/12/2006","04:24:00",0.516,0,245.13,3.6,0,1,0
"17/12/2006","04:25:00",1.9242,0.06,243.67,9.8,0,0,0
"17/12/2006","04:26:00",2.43,0.066,244,9.8,0,0,0
"17/12/2006","04:27:00",2.424,0.06,243.6,9.8,0,0,0
"17/12/2006","04:28:00",2.306,0.064,242.93,9.6,0,0,0
"17/12/2006","04:29:00",0.288,0.088,245.08,1.2,0,0,0
"17/12/2006","04:30:00",1.9182,0.092,245.69,3.8,0,0,5
"17/12/2006","04:31:00",1.99535,0.05,242.83,14.4,0,0,19
"17/12/2006","04:32:00",2.02455,0.054,242.92,14.4,0,1,18
"17/12/2006","04:33:00",3.46,0,243.03,14.2,0,0,19
"17/12/2006","04:34:00",2.07595,0.05,242.95,14,0,0,18
"17/12/2006","04:35:00",1.646,0,245.6,7.4,0,0,19
"17/12/2006","04:36:00",2.1086,0,245.94,5.4,0,0,18
"17/12/2006","04:37:00",2.1472,0,244.16,12.4,0,1,18
"17/12/2006","04:38:00",3.41,0.056,243.04,14,0,0,19
"17/12/2006","04:39:00",2.1973,0.052,242.49,14,0,0,18
"17/12/2006","04:40:00",3.386,0.056,242.22,13.8,0,0,18
"17/12/2006","04:41:00",1.844,0.048,244.07,8.2,0,0,18
"17/12/2006","04:42:00",1.414,0.106,244.55,5.8,0,0,18
"17/12/2006","04:43:00",3.352,0.086,242.89,14,0,1,18
"17/12/2006","04:44:00",3.5,0.08,242.65,14.4,0,0,18
"17/12/2006","04:45:00",3.516,0.084,242.63,14.4,0,0,18
"17/12/2006","04:46:00",3.174,0.084,243.15,13.4,0,0,18
"17/12/2006","04:47:00",1.428,0.114,245.1,5.8,0,0,19
"17/12/2006","04:48:00",1.994,0.1,244.15,9,0,0,18
"17/12/2006","04:49:00",2.4482,0.082,241.83,14.4,0,1,18
"17/12/2006","04:50:00",2.4717,0.076,241.53,14.2,0,0,18
"17/12/2006","04:51:00",2.5393,0.082,242.06,14.4,0,0,18
"17/12/2006","04:52:00",2.6163,0.08,242.39,14.2,0,0,18
"17/12/2006","04:53:00",1.492,0.104,245.95,6.2,0,0,18
"17/12/2006","04:54:00",2.568,0,246.55,5.4,0,0,19
"17/12/2006","04:55:00",3.282,0.046,243.76,13.6,0,1,18
"17/12/2006","04:56:00",2.62505,0.054,243.58,14,0,0,18
"17/12/2006","04:57:00",3.424,0.05,242.95,14,0,0,18
"17/12/2006","04:58:00",3.254,0.054,242.7,13.4,0,0,18
"17/12/2006","04:59:00",2.7345,0,244.27,5.4,0,0,18
"17/12/2006","05:00:00",2.294,0,243.14,10.4,0,0,19
"17/12/2006","05:01:00",3.4,0.052,242.01,14,0,0,17
"17/12/2006","05:02:00",2.80235,0.056,242.73,14,0,0,18
"17/12/2006","05:03:00",2.88265,0.05,242.7,14,0,1,18
"17/12/2006","05:04:00",2.994,0.05,243.77,12.6,0,0,19
"17/12/2006","05:05:00",1.326,0,244.66,5.4,0,0,18
"17/12/2006","05:06:00",2.02,0,243.62,9.2,0,0,18
"17/12/2006","05:07:00",2.9307,0.056,241.41,14,0,0,18
"17/12/2006","05:08:00",3.372,0.054,240.91,14,0,1,18
"17/12/2006","05:09:00",3.374,0.046,240.82,14,0,0,17
"17/12/2006","05:10:00",3.10125,0.046,240.23,14.2,0,0,18
"17/12/2006","05:11:00",3.05035,0.066,242.12,6.2,0,0,18
"17/12/2006","05:12:00",3.00815,0.07,242.93,8.4,0,0,18
"17/12/2006","05:13:00",3.462,0.046,242.13,14.2,0,0,18
"17/12/2006","05:14:00",3.486,0.054,242.49,14.2,0,1,18
"17/12/2006","05:15:00",3.0411,0.056,243.69,12,0,0,9
"17/12/2006","05:16:00",3.0311,0.09,245.93,5.4,0,0,0
"17/12/2006","05:17:00",2.9677,0.152,246.45,1.6,0,0,0
"17/12/2006","05:18:00",2.9306,0.136,244.33,8.8,0,0,0
"17/12/2006","05:19:00",2.42,0.088,242.87,9.8,0,0,0
"17/12/2006","05:20:00",2.438,0.094,243.06,10,0,1,0
"17/12/2006","05:21:00",2.89675,0.092,243.67,9.8,0,0,0
"17/12/2006","05:22:00",2.454,0.098,244.05,10,0,0,0
"17/12/2006","05:23:00",0.424,0.126,246.26,2.6,0,0,0
"17/12/2006","05:24:00",0.716,0.128,246.23,4.4,0,0,0
"17/12/2006","05:25:00",2.7536,0.098,245.16,10,0,0,0
"17/12/2006","05:26:00",2.46,0.1,244.25,10,0,1,0
"17/12/2006","05:27:00",2.7605,0.09,243.19,9.8,0,0,0
"17/12/2006","05:28:00",1,0.112,243.77,5.8,0,0,0
"17/12/2006","05:29:00",2.6558,0.118,244.73,1.2,0,0,0
"17/12/2006","05:30:00",2.61055,0,243.03,7.8,0,0,0
"17/12/2006","05:31:00",2.31,0.048,242.67,9.4,0,0,0
"17/12/2006","05:32:00",2.55225,0,242.87,9.6,0,1,0
"17/12/2006","05:33:00",2.242,0.046,243.03,9.2,0,0,0
"17/12/2006","05:34:00",0.224,0,244.96,1,0,0,0
"17/12/2006","05:35:00",2.4802,0,244.5,4.8,0,0,0
"17/12/2006","05:36:00",2.4529,0,242.56,9.6,0,0,0
"17/12/2006","05:37:00",2.322,0,242.61,9.4,0,0,0
"17/12/2006","05:38:00",2.4018,0.048,242.19,9.4,0,0,0
"17/12/2006","05:39:00",0.76,0,243.74,4.8,0,1,0
"17/12/2006","05:40:00",2.33955,0,244.4,2.6,0,0,0
"17/12/2006","05:41:00",2.336,0,242.39,9.6,0,0,0
"17/12/2006","05:42:00",2.2857,0.048,242.51,9.4,0,0,0
"17/12/2006","05:43:00",2.332,0,242.61,9.6,0,0,0
"17/12/2006","05:44:00",0.856,0,243.82,5.2,0,0,0
"17/12/2006","05:45:00",0.864,0,243.55,5.4,0,1,0
"17/12/2006","05:46:00",2.302,0.05,242.22,9.4,0,0,0
"17/12/2006","05:47:00",2.324,0,242.6,9.6,0,0,0
"17/12/2006","05:48:00",2.13625,0,243.74,8.4,0,0,0
"17/12/2006","05:49:00",0.226,0,247.08,1,0,0,0
"17/12/2006","05:50:00",2.184,0,244.99,9.2,0,0,0
"17/12/2006","05:51:00",2.04945,0,245.62,9.6,0,1,0
"17/12/2006","05:52:00",1.92,0,245.71,8.6,0,0,0
"17/12/2006","05:53:00",0.254,0,246.97,1.2,0,0,0
"17/12/2006","05:54:00",1.93835,0.098,244.63,9.2,0,0,0
"17/12/2006","05:55:00",1.92945,0.188,244.72,10.4,0,0,0
"17/12/2006","05:56:00",1.9567,0.212,245.14,9,0,0,0
"17/12/2006","05:57:00",0.414,0.244,246.58,2,0,1,0
"17/12/2006","05:58:00",1.9631,0.206,244.28,9.2,0,0,0
"17/12/2006","05:59:00",1.96565,0.202,243.58,10.4,0,0,0
"17/12/2006","06:00:00",1.9566,0.206,244.36,9.2,0,0,0
"17/12/2006","06:01:00",1.9059,0.238,245.77,1.8,0,0,0
"17/12/2006","06:02:00",1.8975,0.204,243.95,9.2,0,0,0
"17/12/2006","06:03:00",1.94905,0.176,243.01,10.2,0,1,0
"17/12/2006","06:04:00",1.34,0.2,245.34,7,0,1,0
"17/12/2006","06:05:00",0.666,0.258,246,4,0,1,0
"17/12/2006","06:06:00",2.44,0.11,243.7,10,0,2,0
"17/12/2006","06:07:00",2.426,0.082,243.53,9.8,0,2,0
"17/12/2006","06:08:00",1.278,0.096,243.92,6.8,0,1,0
"17/12/2006","06:09:00",1.9297,0.106,244.99,2.8,0,2,0
"17/12/2006","06:10:00",1.9491,0.08,243.06,10,0,1,0
"17/12/2006","06:11:00",1.9509,0.072,241.95,9.8,0,2,0
"17/12/2006","06:12:00",1.95275,0.078,242.35,9.8,0,2,0
"17/12/2006","06:13:00",1.90495,0.106,244.82,1.8,0,1,0
"17/12/2006","06:14:00",1.92955,0.098,243.99,6.6,0,2,0
"17/12/2006","06:15:00",1.9709,0.076,242.91,9.8,0,1,0
"17/12/2006","06:16:00",2.442,0.086,242.84,10,0,2,0
"17/12/2006","06:17:00",1.9763,0.082,243.09,10,0,1,0
"17/12/2006","06:18:00",2.432,0.084,242.41,10,0,2,0
"17/12/2006","06:19:00",2.414,0.08,242.63,9.8,0,1,0
"17/12/2006","06:20:00",0.484,0.116,244.86,2.4,0,2,0
"17/12/2006","06:21:00",1.97305,0.112,245.05,1.4,0,1,0
"17/12/2006","06:22:00",2.352,0.088,243.36,9.8,0,2,0
"17/12/2006","06:23:00",1.97645,0.084,243.66,9.8,0,1,0
"17/12/2006","06:24:00",2.582,0.092,244.02,10.6,0,2,0
"17/12/2006","06:25:00",2.0676,0.086,243.85,11.4,0,1,0
"17/12/2006","06:26:00",2.68,0.09,243.73,11,0,1,0
"17/12/2006","06:27:00",2.05445,0.098,244.93,7,0,2,0
"17/12/2006","06:28:00",2.03085,0.088,244.83,3.8,0,1,0
"17/12/2006","06:29:00",2.10505,0.048,242.05,13.2,0,0,0
"17/12/2006","06:30:00",3.328,0.094,241.89,13.6,0,0,0
